epoch,loss
0,0.6943114020076453
1,0.6878103795004826
2,0.667000341649149
3,0.6319184089505595
4,0.6167931580806479
5,0.6136760472447849
6,0.6063840357842398
7,0.6071345118404019
8,0.6038642725998572
9,0.6048420869374003
10,0.6012991006954823
11,0.6058053104389532
12,0.6024616709088578
13,0.6042014647129119
14,0.6029482853349323
15,0.6007794401565798
16,0.6058486458218468
17,0.6960940118513855
18,0.6900052076656055
19,0.6501831138640447
20,0.6820357525660321
21,0.6871084315227527
22,0.6645128558042879
23,0.6825828778198342
24,0.6760125392134867
25,0.6655129713000231
26,0.6224259220161079
27,0.6163792941548856
28,0.6146229045842987
29,0.6671060878369544
30,0.6404034140355447
31,0.6051653417716034
32,0.6057261687770389
33,0.5997361735215568
34,0.60359798706581
35,0.6129967510773271
36,0.5984616660409503
37,0.6006263846811516
38,0.6041227137803836
39,0.6246384668705705
40,0.5977441025715248
41,0.5974867757336766
42,0.601532105125146
43,0.5985212371337647
44,0.6021450121515717
45,0.598082825273665
46,0.6063469497645213
47,0.6023429509593186
48,0.6001287968646661
49,0.6132412719010722
50,0.6892604959361693
51,0.6818844962597282
52,0.6879669812331403
53,0.6880398933209625
54,0.6759798368012983
55,0.6831551054675206
56,0.6905703257793695
57,0.6816485468176455
58,0.6819647037320666
59,0.6792161278426647
60,0.6554420896397989
61,0.5972258277188719
62,0.600256892274213
63,0.5972215697303219
64,0.5993610209864534
65,0.6024902946881804
66,0.5914028430406272
67,0.5969552018868378
68,0.5958113190383206
69,0.5966316894171577
70,0.6058292624364102
71,0.5985852274435018
72,0.592971363518801
73,0.600934741988145
74,0.5957747721874149
75,0.598386874264167
76,0.5976088983158953
77,0.5945215734890571
78,0.5961292409064138
79,0.59774433423345
80,0.6516716145709449
81,0.6840234607263328
82,0.6868124602277295
83,0.6792737938512384
84,0.6859581337060804
85,0.685033336573956
86,0.6800918060969683
87,0.68432451321993
88,0.6811053497241992
89,0.6805266597691704
90,0.6845195529118083
91,0.6826000306633563
92,0.6766883592590008
93,0.6842664081384154
94,0.681282781600173
95,0.6889486609428537
96,0.6800103247944825
97,0.6772157269365647
98,0.6784831527011846
99,0.609044690865999
100,0.6002378643800815
101,0.5961243395809255
102,0.596451583300151
103,0.5969611593442999
104,0.5961785421651953
105,0.5952748664186086
106,0.5990171589359057
107,0.5955215225215343
108,0.5943284735594895
109,0.6475137295871
110,0.6917556380378265
111,0.689066835453892
112,0.6839464976896648
113,0.6866963959110328
114,0.682762619619276
115,0.6117266534760691
116,0.6788667458432173
117,0.6833457987195526
118,0.680842284137517
119,0.6832609958703222
120,0.6838977772231195
121,0.6733559929077921
122,0.6845358964177518
123,0.6841484756738532
124,0.6775634268822234
125,0.6835241338932047
126,0.6853661462177638
127,0.6795685117443403
128,0.6820983102703406
129,0.6828044233174105
130,0.6756334869203224
131,0.6784040011903819
132,0.6178221115659849
133,0.600534751999125
134,0.5947206870719693
135,0.5999108231656887
136,0.5982058333975622
137,0.6107538291405327
138,0.6883117250026831
139,0.5953912692314951
140,0.6028423544287292
141,0.6068019434213151
142,0.6002842729570332
143,0.5977561559674203
144,0.6011421892037189
145,0.5920761911186323
146,0.5956388046916307
147,0.5912609777041997
148,0.5955282501340692
149,0.5975239756304065
150,0.599518777352143
151,0.5864162100357265
152,0.6021845388816658
153,0.6001446675022248
154,0.5984546852182426
155,0.5967180476603068
156,0.5971263453632204
157,0.5982287839980297
158,0.5943542863090151
159,0.5992046210464407
160,0.593002013381254
161,0.5976070844403961
162,0.5961649307518516
163,0.593125804619608
164,0.599782043593187
165,0.5926682919239491
166,0.5958555761444705
167,0.599196042804644
168,0.5928304489592419
169,0.5920194701285534
170,0.596670566674541
171,0.5969119518021353
172,0.5967552338976388
173,0.5988473662120455
174,0.5941678201049274
175,0.5978050111348625
176,0.5958260518675244
177,0.5962195574409432
178,0.5970700738306334
179,0.592394963107711
180,0.5911299439414947
181,0.5964393151339655
182,0.5992078503739893
183,0.589076119980294
184,0.6002124096419102
185,0.5941646811034944
186,0.593097286852795
187,0.5924218168750016
188,0.5920600144837806
189,0.5985897099051405
190,0.5977399950372237
191,0.5946223240747464
192,0.5921265934807023
193,0.5897012301020665
194,0.5961268695460913
195,0.5866885166432635
196,0.5946044999789568
197,0.5935167397853304
198,0.5945591389390281
199,0.595224653815035
