epoch,loss
0,0.6950445655319426
1,0.6853896595683753
2,0.6831402723111358
3,0.68220585720991
4,0.6818367106462616
5,0.681052441982662
6,0.6803682041324042
7,0.6788215897246903
8,0.6765686220008563
9,0.673767936629018
10,0.6706582001513905
11,0.6658332436010729
12,0.6602646797603252
13,0.6531680089975495
14,0.6455368072378869
15,0.6363420779603759
16,0.6305595716717196
17,0.6256043561338599
18,0.6236906130037276
19,0.6198992899381647
20,0.6202983022758773
21,0.6170331954566481
22,0.615344334661571
23,0.6137626489344375
24,0.6110529838239446
25,0.6079432819696033
26,0.6134108858901302
27,0.6073748054214163
28,0.601075948282979
29,0.6075033310776442
30,0.6046377655630019
31,0.6037248415884628
32,0.6039823973003555
33,0.6001539841123851
34,0.6014634818812601
35,0.593852038367414
36,0.5898945404496653
37,0.5981449105235097
38,0.5935870401829092
39,0.5929287681416944
40,0.5937889701765932
41,0.5933045346435963
42,0.5819320463958908
43,0.589750343324994
44,0.5902716340923232
45,0.581917085690923
46,0.5807005646790749
47,0.5871047667818132
48,0.58135368488729
49,0.5812206898931584
50,0.5826696846390667
51,0.5795778765410088
52,0.576017451192575
53,0.5692957374297716
54,0.5735860947349103
55,0.57071761954941
56,0.5680576307285163
57,0.5796421043562636
58,0.5736924403900999
59,0.5684509501287264
60,0.565465871323801
61,0.565757873139399
62,0.564763357607173
63,0.56327601429075
64,0.5637131515385133
65,0.5595052849099624
66,0.5662265638090378
67,0.5639291706440204
68,0.5587952007216955
69,0.5551381199772841
70,0.5540503334144459
