epoch,loss
0,0.6803582789364204
1,0.679488838790289
2,0.6771849644145155
3,0.6747650358022428
4,0.6721475950740521
5,0.6691073184601621
6,0.665383141901758
7,0.6611673959524803
8,0.656174899998054
9,0.6507222593999377
10,0.644532826260414
11,0.6378508298810012
12,0.630798558540204
13,0.6260955923182123
14,0.6244300492838317
15,0.6208769598476638
16,0.6194457781616769
17,0.6161052098656012
18,0.6171453975481924
19,0.612527313015235
20,0.6128219005231764
21,0.6104209152068577
22,0.6091286304339864
23,0.616337281256135
24,0.6081906399793096
25,0.6077220382814119
26,0.6082075442023137
27,0.6030328981334867
28,0.6051743086549192
29,0.605421376335465
30,0.6016319986992802
31,0.6025755294397765
32,0.5981414330137127
33,0.5972842763184137
34,0.6008426149199212
35,0.5988022186032502
36,0.5967796196661939
37,0.5935950665034695
38,0.5951308010121673
39,0.5958789825999464
40,0.5940772755972408
41,0.5935639361272645
42,0.5920302143223048
43,0.5915451536527256
44,0.5863102776381899
45,0.5894344425547162
46,0.5884628973450828
47,0.5907321315672662
48,0.5862675481506325
49,0.5820180531956402
50,0.584727617875472
51,0.580762015996513
52,0.5817245883574965
53,0.5854746791248033
54,0.5813986310504036
55,0.5840037980914311
56,0.5780239228974857
57,0.5794822519486831
58,0.5775933931246887
59,0.5717622682001758
60,0.5784588218757919
61,0.5783993101380522
62,0.5737219898492779
63,0.5751119813839205
64,0.5723928349043906
65,0.5737102468942408
66,0.5691006812358311
67,0.5853478884373128
68,0.5738254721501684
69,0.5682748818124821
70,0.561224341511215
