epoch,loss,y_pred,y_true
0,0.111960269510746,0.1059202253818512,0.0
0,0.1500052660703659,0.13929656147956848,0.0
0,0.19006985425949097,0.1730986386537552,0.0
0,4.705244541168213,0.009047701954841614,1.0
0,0.015271751210093498,0.015155728906393051,0.0
0,0.13229817152023315,0.1239202618598938,0.0
0,2.450936794281006,0.08621277660131454,1.0
0,0.09011740982532501,0.08617611229419708,0.0
0,0.03768724948167801,0.03698592260479927,0.0
0,0.17446957528591156,0.16009758412837982,0.0
0,2.1718857288360596,0.11396250128746033,1.0
0,2.084709882736206,0.12434318661689758,1.0
0,5.8264031410217285,0.002948664128780365,1.0
0,0.01874866522848606,0.018574003130197525,0.0
0,0.011930025182664394,0.011859145015478134,0.0
0,0.10394920408725739,0.09872892498970032,0.0
0,2.47747802734375,0.08395469188690186,1.0
0,0.04445837438106537,0.04348458722233772,0.0
0,2.995317220687866,0.05002076178789139,1.0
0,3.801140785217285,0.02234526351094246,1.0
0,0.15440526604652405,0.14307533204555511,0.0
0,0.23973733186721802,0.2131654918193817,0.0
0,1.9754626750946045,0.13869713246822357,1.0
0,0.14483851194381714,0.1348380148410797,0.0
0,0.17442837357521057,0.1600629836320877,0.0
0,3.5406081676483154,0.028995687142014503,1.0
0,0.15372830629348755,0.1424950361251831,0.0
0,0.23204754292964935,0.2070915699005127,0.0
0,0.09552449733018875,0.09110390394926071,0.0
0,2.2040319442749023,0.11035731434822083,1.0
0,4.509646892547607,0.011002343147993088,1.0
0,0.07747602462768555,0.07455078512430191,0.0
0,0.11345040053129196,0.10725152492523193,0.0
0,0.038737375289201736,0.03799667954444885,0.0
0,0.052305202931165695,0.05096082761883736,0.0
0,0.15093237161636353,0.14009414613246918,0.0
0,0.03123857080936432,0.03075568750500679,0.0
0,0.04313168302178383,0.04221474006772041,0.0
0,1.9754575490951538,0.13869783282279968,1.0
0,0.07593221217393875,0.07312096655368805,0.0
0,0.09490805119276047,0.09054344892501831,0.0
0,0.003102957969531417,0.003098148852586746,0.0
0,4.27042293548584,0.013975869864225388,1.0
0,0.21617159247398376,0.19440294802188873,0.0
0,0.18694265186786652,0.17050869762897491,0.0
0,0.07414869964122772,0.07146638631820679,0.0
0,0.14598451554775238,0.1358289122581482,0.0
0,0.05808105692267418,0.05642654001712799,0.0
0,2.6840124130249023,0.06828859448432922,1.0
0,0.002123078564181924,0.00212082639336586,0.0
0,0.08062818646430969,0.07746335864067078,0.0
0,2.669973134994507,0.0692540779709816,1.0
0,0.0012276514898985624,0.0012268982827663422,0.0
0,0.10876309871673584,0.10305711627006531,0.0
0,0.04580406844615936,0.044770896434783936,0.0
0,0.015297053381800652,0.015180647373199463,0.0
0,0.010757982730865479,0.010700322687625885,0.0
0,0.1016751378774643,0.0966770350933075,0.0
0,0.03416341543197632,0.03358643501996994,0.0
0,0.021206825971603394,0.020983543246984482,0.0
0,0.09456073492765427,0.09022752195596695,0.0
0,2.4253010749816895,0.08845148980617523,1.0
0,0.045420192182064056,0.04440413415431976,0.0
0,0.1248847246170044,0.1174013614654541,0.0
0,0.05509226396679878,0.053602173924446106,0.0
0,0.05884462594985962,0.057146746665239334,0.0
0,0.09871139377355576,0.0939958468079567,0.0
0,5.92234468460083,0.0026789121329784393,1.0
0,0.14361879229545593,0.13378210365772247,0.0
0,0.10201454162597656,0.09698358178138733,0.0
0,0.13097728788852692,0.1227623000741005,0.0
0,0.0459168404340744,0.04487861320376396,0.0
0,0.1907552182674408,0.17366516590118408,0.0
0,2.089052200317383,0.12380443513393402,1.0
0,1.5448139905929565,0.2133515626192093,1.0
0,3.345815420150757,0.03523147478699684,1.0
0,0.1784738153219223,0.16345404088497162,0.0
0,2.6421406269073486,0.07120867818593979,1.0
0,4.092533111572266,0.016696881502866745,1.0
0,3.2845892906188965,0.0374559611082077,1.0
0,0.12920595705509186,0.12120704352855682,0.0
0,2.2491164207458496,0.10549238324165344,1.0
0,4.04647970199585,0.017483815550804138,1.0
0,0.0118800587952137,0.01180977001786232,0.0
