epoch,loss
0,0.6908582108083114
1,0.6851496458832734
2,0.6838753058824664
3,0.6816790633731418
4,0.6794473302909751
5,0.6766989860269759
6,0.6739101053452959
7,0.6706137902109451
8,0.6666543605475644
9,0.6617511992458425
10,0.6566881371868981
11,0.6502147694818334
12,0.6438487451645284
13,0.637454386435303
14,0.6311158719016057
15,0.6264655517012465
16,0.6221626655874299
17,0.6199439713378357
18,0.6167692499710065
19,0.6157040188417715
20,0.613885639856259
21,0.6117093252152009
22,0.612372209457985
23,0.6131339076589915
24,0.6100785963091195
25,0.6094603939773211
26,0.6085128659638119
27,0.6068148917573339
28,0.60751986432991
29,0.6070477028736492
30,0.606551201320162
31,0.6054593117700683
32,0.604949443850642
33,0.6040857683112418
34,0.5980081823380554
35,0.6052432679175551
36,0.6037671293795498
37,0.6015109218949196
38,0.6017358951952333
39,0.6020069951374157
40,0.6021251268197898
41,0.6005552248189262
42,0.6007176994473911
43,0.5999982935175592
44,0.5981624091616253
45,0.5998271744868724
46,0.6007859464856534
47,0.5979742270596082
48,0.5978353985773972
49,0.5972823553590798
50,0.5965102918056491
51,0.5974609724982501
52,0.5971460296388935
53,0.5952727371230234
54,0.5953516624746175
55,0.5968694976390967
56,0.5949270642100791
57,0.5917697395593707
58,0.5946116431013626
59,0.5916999915091236
60,0.5935209704307365
61,0.5915596673350318
62,0.5913002459222779
63,0.5913098677262372
64,0.5914843808372621
65,0.5880241470740122
66,0.5879280738459498
67,0.5892177997704815
68,0.5856406308978407
69,0.5857423199888538
70,0.5872403871377602
